track_id,track_name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
6Zd4jkRmgC9Vpn7aHCQ187,366 Days,HELLO! WM_V,Sandeul,2024-02-29,247906,17,0.216,0.58,0.634,0.0,0.101,-4.56,0.0416,55.641,4
4bctbXea9zAHvdHrA41DXD,Dream about You,"Delivery Man, Pt. 2 (Original Soundtrack)",KyoungSeo,2023-03-09,164861,31,0.597,0.659,0.58,0.0,0.479,-4.152,0.039,95.974,4
7ecbsiAQ6PNdiAq0hplVZo,Blessed-Cursed,DIMENSION : ANSWER,ENHYPEN,2022-01-10,170805,62,0.604,0.0925,0.886,0.0,0.596,-3.523,0.061,127.098,4
37S86pw74OH8j96ZmMnrpR,YOU&I,Last Fantasy,IU,2011-11-29,241839,51,0.636,0.286,0.9,1.47e-06,0.0982,-3.568,0.0571,134.004,4
1acVBP8BcK6LTeNeFjfxnh,seasons,summer flows 0.02,wave to earth,2020-08-04,256000,14,0.333,0.78,0.275,0.0587,0.218,-10.638,0.0272,59.157,4
6iS9DW7JBZpqzn4RaxIvFh,Overflow,Chasing,Budung,2021-05-01,230533,17,0.581,0.865,0.0995,0.0,0.106,-9.553,0.0503,128.654,4
1Xph9IWGMpf28zgApBNNWN,Stuck,Colors,miss A,2015-03-30,192195,24,0.713,0.14,0.528,0.0,0.107,-5.163,0.0473,90.031,4
1rVPj9cryjgB7MdaU6sqN3,Bom Bom Bom,Love Love Love,Roy Kim,2013-06-25,208466,41,0.636,0.392,0.719,3.12e-05,0.303,-5.986,0.0267,94.993,4
4quSyVZPlhWj2kUi5SWz0v,Pretty Pretty,CODE#02 PRETTY PRETTY,LADIES' CODE,2013-09-05,213187,28,0.749,0.179,0.895,7.61e-05,0.235,-0.186,0.0509,128.001,4
44vXWYTcdrejrIQZEoHzl8,Lights,Lights/Boy With Luv,BTS,2019-07-03,292773,51,0.625,0.112,0.663,0.0,0.105,-5.115,0.0302,98.998,4
7L8hkKW4hnemNfuOfEZcle,Epiphany,Love Yourself 結 'Answer',BTS,2018-08-24,240361,0,0.509,0.29,0.558,0.0,0.131,-6.369,0.0276,135.879,4
5IAESfJjmOYu7cHyX557kz,Take Two,Take Two,BTS,2023-06-09,229953,69,0.617,0.0268,0.589,0.0,0.378,-5.978,0.0345,92.991,4
04LMZmQh5Le3F7OwLwHDEM,Bingle Bangle,BINGLE BANGLE,AOA,2018-05-28,221778,39,0.802,0.0293,0.864,0.0,0.335,-3.888,0.0639,111.994,4
5R7eUFVOqZ3yYXNrIatW25,Fancy Shoes,Piece of BTOB Vol.2,JUNG ILHOON,2017-05-30,208427,13,0.674,0.152,0.927,0.0,0.169,-4.203,0.0366,149.922,4
2dGQn6Dqb5PPLqtbmvfcFf,Dreamer,Sticker - The 3rd Album,NCT 127,2021-09-17,209160,31,0.843,0.292,0.762,0.0,0.042,-2.121,0.112,109.038,4
7HjcrlnxZ7mSZ8zfJC5fPc,Eternally,The Dream Chapter: ETERNITY,TOMORROW X TOGETHER,2020-05-18,217374,0,0.382,0.0255,0.85,0.0,0.0912,-4.736,0.423,185.924,3
6puhb4jtdrrYLz5uwRm5pg,Magic Island,The Dream Chapter: MAGIC,TOMORROW X TOGETHER,2019-10-21,192920,0,0.736,0.516,0.424,0.0,0.115,-10.932,0.0431,105.005,4
5t5CHRIf9WzxQelHmEe8s0,Yummy Summer,Twelve (Special Edition),IZ*ONE,2020-10-21,206376,27,0.765,0.101,0.918,0.0,0.546,-1.916,0.0718,124.997,4
4R7w9EfMu20WHq1ZZ1kSlB,Q,3/4,ONEWE,2020-04-02,210760,0,0.66,0.319,0.862,0.0,0.467,-4.66,0.0344,138.005,4
2sBzhABdc1oelO47I82oTl,dOpamine,Things I Can't Say LOve,OnlyOneOf,2024-01-10,198480,38,0.603,0.249,0.863,0.0,0.269,-3.342,0.102,89.932,4
7ffdSBhoPgPcyVn2hNmiDz,Waka Boom (My Way) (feat. Lee Young Ji),<Queendom2> FINAL,Various Artists,2022-05-27,273013,30,0.647,0.0232,0.848,1.23e-05,0.326,-3.656,0.233,167.618,4
4z5aqQOYYsvjXuXjjhKVJ2,Bad Dracula,Russian Roulette - The 3rd Mini Album,Red Velvet,2016-09-07,188330,33,0.644,0.207,0.931,0.0,0.232,-1.842,0.116,93.986,4
4Ws314Ylb27BVsvlZOy30C,Lovesick Girls,THE ALBUM,BLACKPINK,2020-10-02,194765,66,0.654,0.00559,0.707,0.0,0.0873,-5.661,0.0664,127.97,4
1xhJ3YOLim3RzPyOMJTbaA,Blue,Blue,Kim Daniel,2018-01-25,268065,36,0.507,0.488,0.478,0.0681,0.13,-7.927,0.0273,130.234,4
53JPvPxpC5IU4gYVmDLqU6,Pink Lemonade,Wake Me Up,TWICE,2018-05-16,220412,39,0.706,0.0816,0.969,0.0,0.0564,-2.952,0.0781,128.004,4
4Ux83SOG5vqnbohuijD2Zv,Every night,Every night,EXID,2012-10-02,231105,40,0.562,0.367,0.812,0.0,0.13,-2.942,0.181,203.639,4
5D0kVY8MxtJFHiZZo9xr4b,Cat Fight,Melting,MAMAMOO,2016-02-26,206782,0,0.752,0.295,0.867,0.0,0.129,-4.339,0.149,97.916,4
5gGk50WSC7LmIBEMEUKJ5Z,Only U,LABOUM Summer Special,LABOUM,2017-07-25,211508,15,0.703,0.0225,0.947,3.57e-05,0.188,-3.08,0.0854,150.041,4
76JrGQqPhi5WnVjuvNGMtK,Sleep,Sleep,GEMINI,2023-11-24,146146,35,0.778,0.519,0.306,0.0951,0.345,-11.034,0.0428,109.977,4
158kubraiqKrcYpRsDHrBU,Autumn Leaves,The Most Beautiful Moment in Life Pt.2,BTS,2015-11-30,267150,55,0.619,0.0135,0.804,0.0,0.127,-3.301,0.0424,104.978,4
6tAPw1Rtt3SGEOm6ohYi8l,7PM (Feat. Peder Elias),BSS 1st Single Album 'SECOND WIND',BSS,2023-02-06,195133,62,0.833,0.0354,0.555,0.0,0.113,-5.18,0.0566,120.006,4
5roZqMypSPqgdgdYLZTcSm,Drift Away,Love&Letter repackage album,SEVENTEEN,2016-07-04,189242,35,0.8,0.308,0.632,0.0,0.131,-5.902,0.117,89.973,4
4pspYVQGFHLPEFgQPD1J7e,WANNABE,IT'z ME,ITZY,2020-03-09,191242,66,0.809,0.00795,0.911,0.000179,0.181,-4.41,0.0617,122.035,4
0tTYinBr1gGY0YoYmR89iY,Hey,Cobalt Blue,WISUE,2018-10-13,237593,18,0.366,0.967,0.23,0.024,0.109,-11.096,0.0386,125.818,4
3ECzwLt2OYNXjLMeTnYzp2,ONE SHOT,ONE SHOT,B.A.P,2013-02-12,237923,41,0.58,0.0219,0.937,0.0136,0.0667,-2.841,0.0905,95.09,4
5UJUpVTzx0VQ960yvi77Pe,Don't Care,Unlock My World,fromis_9,2023-06-05,202720,33,0.764,0.0935,0.925,3.56e-06,0.318,-2.657,0.0449,122.024,4
39hXM0fPqzUzGCPECajajT,THE GONLAN SONG,MINISERIES,SUMIN,2021-09-15,172500,0,0.855,0.142,0.661,1.16e-06,0.147,-3.952,0.0794,95.99,4
6RFFcuwXQwmxF1djh4xTuH,HELLO,Ending Again Part.2,Rothy,2020-02-29,205306,31,0.478,0.715,0.52,0.0,0.216,-6.401,0.0752,73.454,4
4qONZYzzzShpkwDcwd939a,Perhaps Love,"Story About: Some, One Month Episode 5",Various Artists,2017-06-28,214970,22,0.652,0.699,0.657,0.0,0.145,-3.371,0.0693,80.044,4
2mNjX1rwBt5RM3LOYy8Zin,Oops I’m Sorry,APRIL 7th Mini Album 'Da Capo',APRIL,2020-04-22,178866,15,0.706,0.0806,0.937,0.00109,0.229,-0.793,0.0369,150.057,4
4MokmgyM83qhJ6IAaChom5,Counting Stars,Counting Stars,BE'O,2021-12-12,151260,0,0.883,0.117,0.638,3.35e-06,0.106,-7.023,0.0655,118.999,4
7MHfDlOmqTaEFXkPbm0zKM,Our Days,Our Days,MAGICOUR,2021-03-07,231265,1,0.712,0.15,0.564,0.0,0.35,-5.944,0.0319,93.049,4
3TPvrMAd1hbPRXuHCRX0Pl,AEAO,A Giant Step,Dynamicduo,2014-07-16,316944,62,0.446,0.057,0.764,0.0,0.141,-6.479,0.181,152.604,4
33PStuI2gJCeZcYQIOHXAU,BUTTERFLY,Neverland,WJSN,2020-06-09,217066,35,0.679,0.0942,0.931,0.000471,0.361,-1.957,0.0945,123.939,4
18nveIIgoJ6peyAeKic9HK,Blooming Day,Be Together,BTOB,2022-02-21,230066,32,0.527,0.244,0.688,0.0,0.16,-4.159,0.036,77.999,4
0KB5bwjunSShEpHgUgj4NV,Trivia 轉 : Seesaw,Proof,BTS,2022-06-10,246334,47,0.707,0.172,0.739,0.0,0.102,-6.07,0.034,106.995,4
5UMPPsXaGbR1qtzcnEtTpM,Hope World,Hope World,j-hope,2018-03-02,204930,55,0.706,0.0138,0.895,0.0,0.595,-4.456,0.16,117.007,4
2avJo0RwtC1zWiOx4CaGWG,Pool Party (Feat. E-CHAN of DKB),Summer Queen,Brave Girls,2021-06-17,192573,26,0.666,0.00397,0.941,1.69e-06,0.34,-2.643,0.033,122.015,4
2jk6oBuLiCZJTDWhlJEzIw,Airplane,Hope World,j-hope,2018-03-02,197913,59,0.801,0.65,0.651,0.0,0.109,-7.855,0.0579,119.992,4
7tjAwgoK0afrLa8tsv2tKX,TMT,SKZ2020,Stray Kids,2020-03-17,209026,0,0.8,0.0657,0.839,0.0,0.0555,-3.921,0.0639,131.994,4
59qDYPZPkMPl8qSYRig1xn,"Attention, please!",DIMENSION : DILEMMA,ENHYPEN,2021-10-12,167594,53,0.498,0.000483,0.871,0.0,0.279,-4.593,0.0494,150.035,4
20zQ5Kf2lZA1awa8csGNdJ,Only One,Only One,VCHA,2024-03-15,176030,55,0.658,0.0447,0.915,0.000222,0.115,-3.876,0.0552,146.053,4
4BZhUnXvXYRQJPClr0hhIC,MIROTIC,MIROTIC - The 4th Album,TVXQ!,2008-09-26,208466,54,0.722,0.049,0.784,0.0,0.0895,-2.411,0.0408,99.985,4
6s6uTorHKfPU2aM3OHh6UQ,100 FACTS (COOL Eng. Ver.),Weki Meki 4th Mini Album [NEW RULES],Weki Meki,2020-10-08,225160,16,0.696,0.0795,0.86,0.0,0.0628,-2.598,0.0873,127.02,4
1Y8KxQUmP1xuaF5mNTYE0x,riBBon,riBBon,BamBam,2021-06-15,187133,48,0.7,0.196,0.885,0.0,0.101,-3.83,0.0483,160.002,4
0JL7DoEqAUcOntWmBuOSdh,For You,For You,LeeHi,2020-12-16,205120,53,0.588,0.724,0.452,0.0,0.107,-7.778,0.039,83.936,4
59bY27SZQ4r25o02vqOhgC,Girl Of My Dreams (with SUGA of BTS),Fighting Demons (Deluxe),Juice WRLD,2022-03-18,226149,60,0.603,0.194,0.771,0.0,0.13,-6.336,0.0627,139.988,4
7oC6qEJHhg7vyeKfzc6z70,Bubble Bath,LIPSTICK,Orange Caramel,2012-09-12,221753,18,0.769,0.0913,0.955,4.98e-05,0.0669,-3.938,0.0286,126.978,4
7dZBVloiLpV350g0R6O3nP,What is Love?,Summer Nights,TWICE,2018-07-09,208238,0,0.572,0.0846,0.91,0.0,0.266,-1.578,0.064,169.975,4
7qCfSyTqh4xGeua7hQXT0Z,Mojito,The Red Summer - Summer Mini Album,Red Velvet,2017-07-09,184737,33,0.623,0.164,0.8,0.0,0.359,-4.104,0.0554,150.988,4
7dlNGfd6Fq8xcFb4K6Glws,I Need U,The Most Beautiful Moment in Life: Young Forever,BTS,2016-05-02,210577,0,0.475,0.0184,0.897,0.0,0.296,-2.383,0.0736,78.918,4
0zcORXxG1FGC3QzWYOBzr4,"Maniac (Sung by DOYOUNG, HAECHAN) (Prod. RYAN JHUN)",MAXIS BY RYAN JHUN PT. 1,NCT U,2021-08-12,208266,0,0.747,0.0628,0.856,0.0,0.0844,-4.122,0.125,106.91,4
03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),Gangnam Style (강남스타일),PSY,2012-01-01,219493,69,0.727,0.00417,0.937,0.0,0.091,-2.871,0.286,132.067,4
6Gxl4O8CQIHsYPlCMnimG7,Dandelion,Dandelion,SEUNGKWAN,2024-02-26,274400,52,0.495,0.821,0.282,0.0,0.11,-8.839,0.0307,101.898,3
5O30HcXTcasndbzZbgtP7x,Dancing in the starlit night,The beginning of legend - Rising star,MAJORS,2021-04-16,184070,22,0.617,0.18,0.792,0.0,0.125,-3.138,0.0657,117.952,4
78P0z4KDUgbBNFS9JBi68y,Please Don't Cry,"The King : Eternal Monarch, Pt. 6 (Original Television Soundtrack)",DAVICHI,2020-05-03,235293,44,0.365,0.836,0.422,0.0,0.109,-6.788,0.0373,136.767,4
1uYgNXNnBTQnboOwlYBLd1,"1,2,3 Eoi!",MIC ON,MAMAMOO,2022-10-11,176093,35,0.862,0.0664,0.875,9.97e-06,0.0778,-2.476,0.149,120.084,4
4xVMJcEdsFX5qOyLue7gdl,Outro,I.N.T.R.O,T-Koor,2022-11-25,114573,0,0.715,0.0698,0.758,0.0,0.078,-7.049,0.252,83.935,4
5pGRo6KdVdD4LCg6A6awQT,OVERDRIVE,OVERDRIVE,I.M,2023-06-23,175373,40,0.736,0.0778,0.747,1.37e-05,0.0881,-5.224,0.0836,129.938,4
5Gw3SiNinRr4kY8FxKl7Dm,Love 119 - Japanese Version,Love 119 (Japanese Version),RIIZE,2024-01-24,173489,39,0.762,0.426,0.742,0.0,0.312,-4.658,0.0465,98.514,4
4g1Ant3Me43Cm5Lx91bV8e,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long / FAST X Soundtrack)",Fast & Furious: The Fast Saga,2023-05-18,175802,53,0.715,0.129,0.681,0.0,0.152,-4.25,0.113,84.924,4
0cnuZSc7VIU5MR9eMpGn4M,Be the Star,The 1st Mini Album 'HI! PRISTIN',PRISTIN,2017-03-21,206526,14,0.729,0.355,0.899,0.0,0.139,-3.721,0.249,94.033,4
5R6OW0wrjn94lOGF5cxVP3,"쏘리 쏘리 Sorry, Sorry","쏘리 쏘리 Sorry, Sorry",SUPER JUNIOR,2009-03-11,232333,0,0.706,0.0226,0.972,2.57e-06,0.267,-2.359,0.0352,129.946,4
4h4O04FMZxSaZLtz8IGEzg,Dream Candy,APRIL 1st Mini Album 'Dreaming',APRIL,2015-08-24,216146,18,0.668,0.185,0.978,0.0,0.352,-4.41,0.161,129.978,4
2xgACMNtJ5YktyvOC83SPO,On The Ground,R,ROSÉ,2021-03-12,168085,71,0.311,0.0174,0.607,0.0,0.131,-6.578,0.11,188.7,4
5VlniWeq70rBN0ddHmH4wF,Last Piece,QUEENDOM PUZZLE FINAL,Various Artists,2023-08-16,186680,21,0.702,0.00244,0.811,0.0,0.288,-3.347,0.0918,127.958,4
3dCKy7uLrlg8eWLLtEjf6F,Fantastic,WEME,Weki Meki,2017-08-08,223180,14,0.82,0.0876,0.981,6.55e-05,0.247,-1.498,0.148,125.0,4
1SmJafjGG3oM3sflmcZRXU,Break The Wall,Fe3O4: BREAK,NMIXX,2024-01-15,204560,46,0.778,0.0318,0.838,0.0,0.148,-3.994,0.0721,106.016,4
094SOtMqWP0D82WZau9bJi,TIME TRAVEL,"timeabout,",YUKIKA,2021-04-07,199106,21,0.658,0.0799,0.957,2.45e-05,0.374,-2.134,0.0546,108.964,4
6IZ78jGqEFArGOBLYmWaag,Lonely,LOVE & HATE,HYOLYN,2013-11-26,199908,25,0.513,0.404,0.691,0.0,0.501,-5.738,0.0496,144.091,4
0INxaaPlo9DnT0OYEzHdsk,Bite Me - Japanese Ver.,結 -YOU-,ENHYPEN,2023-09-04,158880,47,0.792,0.254,0.788,1.3e-06,0.102,-4.628,0.187,104.959,4
4lPsBlof2cjAIArw0nOGvQ,Pantomime,Neverland,WJSN,2020-06-09,208047,35,0.717,0.119,0.929,0.0,0.541,-2.414,0.132,127.024,4
3qBoKLEqwoTFnOxKo6jHC6,One More,One More,FIESTAR,2014-07-02,193640,30,0.781,0.196,0.91,1.72e-06,0.276,-1.723,0.037,114.018,4
1FqLWBedYhhH6CYQIMFxzz,"Surfin’ (Lee Know, Changbin, Felix)",NOEASY,Stray Kids,2021-08-23,191333,0,0.766,0.0545,0.756,0.0,0.231,-4.644,0.0689,104.973,4
033D7DRx4rUVLGZRlymiNO,Skydivin’,TRICKSTER,ONEUS,2022-05-17,170960,24,0.624,0.0411,0.714,0.0,0.351,-3.428,0.125,179.974,4
65AWCpJajDOVyllaFigbi9,Banana Allergy Monkey,BANANA ALLERGY MONKEY,OH MY GIRL BANHANA,2018-04-02,223727,27,0.815,0.108,0.897,0.0,0.101,-3.542,0.0679,130.034,4
63J1RStsmoVKXNTCHRNxii,COME BACK HOME,CRUSH,2NE1,2014-02-27,229627,52,0.572,0.155,0.84,0.0,0.638,-3.349,0.126,149.864,4
7hpvcDZYb6sJTonWuRJb5w,Countdown To Love,Killin' It,P1Harmony,2024-02-05,165240,46,0.646,0.0422,0.876,0.0,0.42,-3.61,0.103,140.066,4
2o2L7uWccaITKSCoLp7zi5,Freeze,Freeze!,MOMOLAND,2017-08-22,192359,30,0.726,0.0237,0.862,0.0,0.865,-3.427,0.0476,126.973,4
0sZ0QRe8BFNPOJ2k80adu1,Like It Hot,THE OTHER SIDE OF THE MOON,GWSN,2021-05-26,202786,30,0.767,0.36,0.826,0.0,0.288,-3.631,0.122,111.051,4
5FFR2S3teGYxkVJruME589,Where the Wind Rises,Solar Sensitivity Part.6,Solar,2018-04-24,195643,22,0.823,0.72,0.496,5e-05,0.0952,-6.186,0.054,109.959,4
61O26waKCY4Cwj94dO8J4i,Baby Back Home (Prod. Czaer),Street Woman Fighter2 (SWF2) Crew Songs,Various Artists,2023-08-22,182120,36,0.813,0.125,0.862,1.1e-05,0.145,-4.968,0.124,156.014,4
6SpPr7K4YQ2wp8jU6uOTmQ,Queendom,Queendom - The 6th Mini Album,Red Velvet,2021-08-16,181760,60,0.695,0.179,0.896,0.0,0.0626,-1.24,0.0847,119.959,4
2qlGDb2M69rzsEuXlEzfnG,Purple Moon,Zombie Highschool 9th Anniversary ‘magic Highschool’ Pt.1 (Original Soundtrack),YEAHSHINE,2023-06-16,206297,12,0.618,0.15,0.606,0.0,0.114,-5.841,0.0336,100.053,4
1qosh64U6CR5ki1g1Rf2dZ,Love Lee,Love Lee,AKMU,2023-08-21,179683,66,0.914,0.453,0.532,4.57e-06,0.169,-6.6,0.0734,100.029,4
4xOchPYi3D20UeSZA3AD3Z,love sick,Welcome to MOMOLAND,MOMOLAND,2016-11-10,236852,16,0.544,0.649,0.516,0.0,0.103,-5.005,0.0443,199.674,3
1UPKD33QzEHqg11XY6j3rl,Savior,THE BOYZ 8th MINI ALBUM [BE AWAKE],THE BOYZ,2023-02-20,246573,34,0.601,0.374,0.818,0.0,0.131,-2.86,0.111,111.921,4
7hfkfRyPQqdf5PG3HuJU5P,Pepe,First Love,CLC,2015-03-19,197506,0,0.879,0.0684,0.846,0.0,0.0816,-2.31,0.0374,129.984,4
6EhjnW9CMVFx5lHBk7157d,Chaser,ONLY LOVERS LEFT,WOODZ,2021-10-05,195666,41,0.639,0.00399,0.75,0.0,0.094,-3.845,0.0376,131.075,4
00z4wF0iJsp6GwDkQxkGs6,YOU'RE SO FINE,BLUEMING,CNBLUE,2016-04-04,232858,37,0.737,0.0936,0.818,0.0,0.0577,-2.892,0.0492,116.93,4
3S0yfEkrXLpHjcizhj97nf,Promise U,PROMISE U (REVIBE Vol.1),Solar,2021-07-28,207613,35,0.696,0.583,0.704,0.0,0.104,-3.957,0.0461,114.014,4
7CHDUDw89DCR8vvI0yTXGa,Beautiful Restriction,A Time Called You (Original Soundtrack from the Netflix Series),NewJeans,2023-09-01,232453,55,0.609,0.166,0.869,0.0,0.224,-3.419,0.0567,124.904,4
6eTgrOmy8XlYFmz3GRPENh,Stars,Stars,Rothy,2017-11-09,260264,0,0.519,0.567,0.635,0.0,0.349,-4.899,0.0447,137.345,4
4cyVnu1W88UuIdNusX8D1A,Obliviate,Lovelyz 7th Mini Album [Unforgettable],Lovelyz,2020-09-01,202106,32,0.68,0.287,0.904,0.0,0.103,-2.056,0.117,117.995,4
580sy6eZ6j0LrjvayPKD0k,DREAM,BABYMONS7ER,BABYMONSTER,2024-04-01,183362,64,0.668,0.563,0.381,0.0,0.404,-7.872,0.0469,124.921,4
4XbyRgWe6yU4wE6WShdTEs,BREATHE,B:COMPLETE,AB6IX,2019-05-22,217823,43,0.818,0.0641,0.849,0.0,0.0839,-4.399,0.206,124.954,4
3ALt4WplxeikQsVAR8rW4w,Blah Blah Blah,Blah Blah Blah,ITZY,2022-10-05,185533,33,0.841,0.0255,0.9,0.0,0.353,-4.155,0.182,115.981,4
6m81zUhuw7mVp37OummGgw,Playback,Summer Special [Flip That],LOONA,2022-06-20,211613,25,0.778,0.101,0.825,0.0,0.0963,-4.282,0.033,100.005,3
1V1btvvh0M47BWClDsiCqZ,Sector 1,THE WORLD EP.1 : MOVEMENT,ATEEZ,2022-07-29,183095,49,0.716,0.334,0.798,0.0,0.0962,-5.028,0.0592,99.978,4
5Ku5uYEtkdpNlkgqU6p4ir,DJANGO,THE WORLD EP.2 : OUTLAW,ATEEZ,2023-06-16,191923,54,0.761,0.107,0.826,0.0,0.0571,-4.184,0.128,93.911,4
09Pp9Q9593vnr91Ldi4let,SEE SEA,SEE SEA,HYOLYN,2018-07-20,200125,42,0.649,0.0753,0.817,0.0,0.0837,-2.974,0.0345,118.023,4
2xCc0iWKdkvaOYppt7ElGE,TOUCHIN&MOVIN,Starlit of Muse,Moon Byul,2024-02-20,201640,41,0.756,0.0191,0.833,0.0,0.0955,-3.046,0.145,113.056,4
3k6o8UMc7aVgpKqm9epIrU,夏音,夏音,Yuuri,2021-09-19,237880,41,0.466,0.153,0.584,0.0,0.224,-4.942,0.0323,169.923,4
25KbobvPxx0TTv0I2a1why,Wake Me Up,Wake Me Up,TWICE,2018-05-16,211799,36,0.656,0.209,0.994,0.0,0.318,-1.47,0.0807,125.979,4
1JWtIj2hmFjGucIlC7zfAe,COMPLEX,STEREOTYPE,STAYC,2021-09-06,186122,37,0.736,0.385,0.63,0.0,0.141,-5.228,0.0592,94.996,4
0MMUVb6JJzOtMyTx9qrAjy,(Bonus Track) Voice Mail (Korean Version),Modern Times,IU,2013-10-08,246151,30,0.448,0.88,0.355,0.0,0.0996,-7.665,0.0314,119.859,3
3GCq1TJ8NZL4vLv9vRGasb,Pump It Up,Golden Child 2nd Single Album [Pump It Up],Golden Child,2020-10-07,195146,25,0.754,0.0721,0.932,0.0,0.316,-0.31,0.0442,105.999,4
79dn0kx922Ct9ChaLE2wuk,Heart Attack,Take.1 Are You There?,MONSTA X,2018-10-22,199588,24,0.775,0.175,0.914,0.0,0.625,-2.335,0.214,112.027,4
7rxnGhTlqU3FRUzd8F4R3d,두근거려 (Beautiful),우리 옆집에 EXO가 산다 (EXO NEXT DOOR) OST,BAEKHYUN,2015-04-22,224240,48,0.547,0.505,0.642,9.88e-06,0.18,-4.411,0.0348,78.907,4
54z9tiaPu15pfkGSUwrOLI,Promise,TREASURE EP.2 : Zero To One,ATEEZ,2019-01-15,195782,46,0.656,0.00348,0.82,0.0,0.072,-4.292,0.0708,100.087,4
3qIPUALlG1euPAbi7qk3ll,NUGUDOM,XX,CRAXY,2023-03-23,242120,26,0.641,0.201,0.955,0.0,0.338,-0.822,0.303,89.981,4
7eBpUuPnDTfbeP1P4P93CS,Fighting (Feat. Lee Young Ji),BSS 1st Single Album 'SECOND WIND',BSS,2023-02-06,204466,66,0.707,0.103,0.86,0.0,0.0989,-2.935,0.191,152.026,4
41okbOiOkWPI0OIVm6XMgE,DON’T FORGET,Return,iKON,2018-01-25,253563,0,0.657,0.344,0.517,0.0,0.0893,-5.924,0.0759,139.779,4
1naapoRLiIo2duWwDE08fL,From Now On,SHINee THE BEST FROM NOW ON,SHINee,2018-04-18,284586,33,0.351,0.161,0.384,0.0,0.217,-7.545,0.0306,135.49,4
68gQG2HpRMxIRom4pCugMq,Chill Kill,Chill Kill - The 3rd Album,Red Velvet,2023-11-13,214800,55,0.531,0.0549,0.747,0.0,0.244,-3.717,0.0946,148.039,4
7Ifacym53lOQSS38tgwgKf,I'm okay,After Love,Colde,2023-12-08,203186,33,0.835,0.221,0.545,0.0,0.0857,-4.488,0.0337,96.029,4
128rj96Z6tTEU3h3awSMdB,OXYGEN,MORE & MORE,TWICE,2020-06-01,225400,43,0.775,0.0564,0.87,2.82e-06,0.273,-4.198,0.0576,129.956,4
2WkPfNd237yc0l5KewCDpp,I GOT A BOY,I GOT A BOY - The 4th Album,Girls' Generation,2013-01-01,271325,53,0.502,0.0342,0.863,0.0,0.538,-1.273,0.272,97.911,4
5MvxeZPiiLAuB5gI8k3ynk,Can't Love You Anymore (With OHHYUK),Palette,IU,2017-04-21,195230,55,0.611,0.566,0.63,0.0,0.237,-4.419,0.363,65.619,4
1pePqg6hTMeaTZNNECqT03,Boyz with Fun,The Most Beautiful Moment in Life Pt.1,BTS,2015-04-29,244156,0,0.704,0.0808,0.959,0.0,0.383,-2.607,0.192,116.024,4
2rRoVNp3Nkrpn2EeO4aY5S,YOGIJOGI,MINISERIES,SUMIN,2021-09-15,207000,31,0.739,0.0111,0.639,0.265,0.0793,-6.758,0.06,121.973,4
1Tvb3rwkROjE3lz7WX1pRs,Cheese,from our Memento Box,fromis_9,2022-06-27,181253,31,0.791,0.181,0.701,0.0,0.341,-3.438,0.176,116.877,4
3QbiluNxFQwPJQ9LKNxdKy,It's Up To You,It's Up To You (A Business Proposal OST Part.10),Moon Sujin,2022-04-03,268466,32,0.499,0.599,0.545,1.29e-05,0.111,-5.682,0.0355,75.957,4
6Q5e2XpyGzMLgA3ul491pu,Talk & Talk,Talk & Talk,fromis_9,2021-09-01,220653,43,0.742,0.11,0.835,0.0,0.351,-2.89,0.113,112.974,4
45OflED18VsURGw2z0Y6Cv,Girls Never Die,<ASSEMBLE24>,tripleS,2024-05-08,187920,68,0.667,0.154,0.912,0.0,0.351,-2.704,0.104,95.031,4
5Cn65uO2LYlOU87kpidCHL,Golden Touch,Rainbow Syndrome,RAINBOW,2013-02-13,193720,4,0.866,0.265,0.819,0.0,0.38,-2.476,0.106,117.988,4
7cACUE4PvRv1ngPr1tdSXC,Destiny or Challenge,Destiny or Challenge,HEEO,2022-11-06,179186,6,0.619,0.0778,0.901,0.0,0.0544,-2.998,0.17,94.826,4
0vwWk8lrUlgAswudXqom20,The Hitchhiker's Guide to the Galaxy,<Dall>,ARTMS,2024-05-31,211426,51,0.562,0.163,0.808,0.0,0.262,-4.026,0.0649,75.059,4
0cbh6m6Ita9t4sKVDJQZFP,Without You,"SEVENTEEN 2ND ALBUM 'TEEN, AGE' (2)",SEVENTEEN,2017-11-06,195461,45,0.505,0.222,0.862,0.0,0.262,-5.059,0.231,167.505,4
7uMm9T0ArEN2PF0uoM6LYi,I’m Yours,EXHALANT,EDEN,2019-03-15,222979,10,0.583,0.205,0.582,0.0,0.281,-5.831,0.0256,146.025,4
4QqROKO0RtV5CvxE7g90uw,Cry For Love,Bambi - The 3rd Mini Album,BAEKHYUN,2021-03-30,210893,57,0.706,0.338,0.692,0.0,0.113,-4.084,0.0483,136.078,4
0pQMtpgE43hWqiMHOS1zuH,D+1,ARRIVAL OF EVERGLOW,EVERGLOW,2019-03-18,276525,26,0.612,0.314,0.473,0.0,0.0731,-5.407,0.0244,92.93,4
6I2zeo33CG1hNkwmIxZDZu,Drinks Up (Feat. Hwasa Of Mamamoo),1/4,Ja Mezz,2015-08-11,346788,14,0.583,0.273,0.717,0.0,0.433,-8.291,0.26,140.068,4
